Instrument;ISIN;WKN;Mnemonic;Ticker
VANG.USD TR. DL ACC;IE00BGYWFS63;000A2PCCK;VAGT;VDTA.L
VANGUARD USD CO DL ACC;IE00BGYWSV06;000A2PCCG;VAGY;VDCA.L
VANGUARD USD CO HGDEOA;IE00BGYWSW13;000A3ES6A;VCDE;VCDE.DE
VAN.EUR CORP.BD EOA;IE00BGYWT403;000A2PA8G;VECA;VECA.DE
VAN EUR.GOV.BD EOA;IE00BH04GL39;000A2PA8D;VGEA;VETA.L
VANG.UK GILT LS ACC;IE00BH04GW44;000A2PCCL;VX6F;VGVA.L
X(IE)-MSCI NA.H.DI.YLD 1C;IE00BH361H73;000A1W9VB;XDND;XDND.DE
INVESCOMI S+P SML CAP600;IE00BH3YZ803;000A2N84X;SMLK;USML.L
ISH2-DL C.BD E. HGDEOD;IE00BH4G7D40;000A2PSB1;36BA;IE00BH4G7D40.SG
SPDR S+P 500 LE. DLA;IE00BH4GPZ28;000A2PSPE;SPPY;500X.AS
SPDR DW JNES GL.RL.E.DLUA;IE00BH4GR342;000A2PRUC;SPY2;GLRA.L
L+G-L+G E FD MSCI CHINA A;IE00BHBFDF83;000A1XBTG;CASH;CASH.L
INVESCOM2 MDAX A;IE00BHJYDV33;000A2N7NF;DEAM;DEAM.DE
O.IE-US MV.E.NR 1AEOA;IE00BHNGHX58;000A2PZ97;OSX2;IE00BHNGHX58.SG
UBS(I.)ETF-SP500SS ADL;IE00BHXMHK04;000A2PEZ8;S5SD;S5SD.DE
UBS(I.)ETF-SP500SS ADLA;IE00BHXMHL11;000A2PEVA;4UBQ;IE00BHXMHL11.SG
UBS(I.)ETF-SP500SS AAEOH;IE00BHXMHQ65;000A2PEJ2;S5SG;5ESGE.MI
ISIV-MEMUEE ETF EOD;IE00BHZPHZ28;000A2PDNS;EMNE;EMNE.DE
ISHSIV-M.EMU ESC ENH.EOA;IE00BHZPJ015;000A2PCB1;EDM4;EDM4.DE
ISHSIV-M.EM ESC ENH.DLA;IE00BHZPJ239;000A2PCB0;EDM2;IE00BHZPJ239.SG
ISIV-MJEEUETF DLD;IE00BHZPJ346;000A2PDNT;EMNJ;EEJD.L
ISHSIV-M.JPN ESC ENH.DLA;IE00BHZPJ452;000A2PCB2;EDMJ;EDMJ.DE
ISHSIV-M.WLD ESC ENH.DLA;IE00BHZPJ569;000A2PCB4;EDMW;EDMW.DE
ISHSIV-M.EUR.ESC ENH.EOD;IE00BHZPJ676;000A2PDNW;EMNU;EEUD.L
ISHSIV-M.EUR.ESC ENH.EOA;IE00BHZPJ783;000A2PCB5;EDM6;EDM6.DE
ISIV-MUEEU ETF DLD;IE00BHZPJ890;000A2PDNU;OM3L;EEDS.L
ISHSIV-M.USA ESC ENH.DLA;IE00BHZPJ908;000A2PCB3;EDMU;IE00BHZPJ908.SG
FT ICAV-FTSE BRAZ.ETF DLA;IE00BHZRQY00;000A2PB5U;FLXB;
FT ICAV-F.FTSEIND.ETF DLA;IE00BHZRQZ17;000A2PB5W;FLXI;IE00BHZRQZ17.SG
FT ICAV-F.FTSE KOREA DLA;IE00BHZRR030;000A2PB5X;FLXK;FLXK.L
FT ICAV-FTSE CHN ETF DLA;IE00BHZRR147;000A2PB5V;FLXC;
FT ICAV-F.S.EO GB ETF EOA;IE00BHZRR253;000A2PB5T;FLRG;FLRG.L
JPM-US REI EQ D;IE00BJ06C044;000A2PUSW;JRUD;JRUD.L
JPM-EM SOV BOND A;IE00BJ06C937;000A2PUSX;JMBA;JMBA.L
X(IE)-MSCI WORLD 1C;IE00BJ0KDQ92;000A1XB5U;XDWD;XDWD.L
X(IE) - MSCI USA 1C;IE00BJ0KDR00;000A1XB5V;XD9U;XD9U.L
SPDR RUSS.2000US.S.CAP UE;IE00BJ38QD84;000A1XFN1;ZPRR;R2US.L
GS ETF-GS A.R.EM.EQU. DLA;IE00BJ5CMD00;000A2PPCE;GACB;GSEM.L
GS AB PA SUSLCE DLA;IE00BJ5CNR11;000A2PPCD;GACA;GSLC.L
ISHS V-MSCI WITS ESG DLD;IE00BJ5JNY98;000A2PHCC;AYEW;WITS.AS
ISHS V-M.WHCS ESG ETF DLD;IE00BJ5JNZ06;000A2PHCD;CBUF;IE00BJ5JNZ06.SG
ISV-M.W.EN.SC. DLD;IE00BJ5JP105;000A2PHCF;5MVW;IE00BJ5JP105.SG
IS.V-MSCI W.C.D.S.ESG DLD;IE00BJ5JP212;000A2PHCG;36BB;IE00BJ5JP212.SG
ISHS.V-M.W.C.ST.S.ESG DLD;IE00BJ5JP329;000A2PHCH;3SUE;IE00BJ5JP329.SG
ISHSIV-MSCI CHINA DL A;IE00BJ5JPG56;000A2PGQN;ICGA;ICHN.AS
ISHSII-JPM DL EM BD EOHA;IE00BJ5JPH63;000A2PGVX;3SUD;3SUD.DE
ISHSIII-MSCI S.A.C.UE DLD;IE00BJ5JPJ87;000A2PGTG;IUSW;IKSD.L
OSSIAM-O.US ESG L.CEF1ADL;IE00BJBLDJ48;000A2PG7B;OUFU;LOUF.L
OSSIAM-O.US ESG L.CEF1AEO;IE00BJBLDK52;000A2PG7C;OUFE;OUFE.DE
WISDOMTREE CLOUD COMP.DLA;IE00BJGWQN72;000A2PQVE;WTEJ;WCLD.L
JPM-BB US TR BOND 0-1Y A;IE00BJK3WF00;000A2PK49;BBLL;BBLL.L
ISHSII-EHYCBESG EOA;IE00BJK55C48;000A2PNZM;AYE2;EHYA.AS
JPM-BB US EQ A;IE00BJK9H753;000A2PEJW;BBUS;BBUS.L
JPM-BB EUR GOVT BOND A;IE00BJK9HD13;000A2PD1S;BBEG;BBEG.DE
JPM-BB US TRS BOND A;IE00BJK9HH50;000A2PD1R;BBTR;BBTR.DE
SPDR I.B0-5YEM DL G.BD A;IE00BJL36X53;000A2PJDY;ZPR6;ZPR6.DE
ISIV-EO UL.BD EU.E.TF EOD;IE00BJP26D89;000A2PW6Q;EUED;IE00BJP26D89.SG
IMI2-MSCI W.U.S.ETF DLA;IE00BJQRDK83;000A2PHLM;ESGW;ESGG.L
INVESCOM2 MSCI EU ESG A;IE00BJQRDL90;000A2PHLN;ESGE;ESGE.L
INVESCOM2 MSCI USA ESG A;IE00BJQRDM08;000A2PHLP;ESGU;ESGU.L
INVESCOM2-IQSESG GLOE USD;IE00BJQRDN15;000A2PHJT;IQSA;IQSA.L
INVESCOM2-IQSESG GLOE PFH;IE00BJQRDP39;000A2PHJU;IQSE;IE00BJQRDP39.SG
HANETF-HAR.HEA.CAR.DLA;IE00BJQTJ848;000A2PFPC;W311;WELL.L
JPM-GLOBAL EQ M-FACTOR A;IE00BJRCLL96;000A2PJEP;JPGL;JPGL.L
GS ETF-GS A.CHI.G.BD DLDI;IE00BJSBCS90;000A2PPCG;GASF;CBND.L
ISHS GL.CORP.BD ETF EOHD;IE00BJSFQW37;000A2PGVV;36B7;
ISHS GL.HY.C.BD ETF EOHD;IE00BJSFR200;000A2PGVW;HYLE;HYLE.DE
SPDR BLOOM.1-3M.T-B.A;IE00BJXRT698;000A2PM4Q;ZPR1;ZPR1N.MX
SPDR BLOOM.1-3M.T-B.MH;IE00BJXRT706;000A2PM4R;ZPRM;
ARK IU-R.CYB S+D PR.UEDLA;IE00BJXRZJ40;000A2PX6V;RCRS;CYBP.L
UBS(I)ETF-MSUSSCRS ADLD;IE00BJXT3B87;000A2PZBC;4UBK;IE00BJXT3B87.SG
UBS(I)ETF-MSUSSCRS ADLA;IE00BJXT3C94;000A2PZBD;4UBI;IE00BJXT3C94.SG
UBS(I)ETF-MSUSSCRS A HDGE;IE00BJXT3G33;000A2PZBE;4UBD;USSRIE.MI
XTR.(IE)-MSCI USA SC.1C;IE00BJZ2DC62;000A1XEJS;XRSM;XRMU.L
X(IE)-RUSSELL 2000 1CDL;IE00BJZ2DD79;000A1XEJT;XRS2;XRSU.L
X(IE) - MSCI USA 1D;IE00BK1PV445;000A1XEY1;XD9D;XD9D.DE
X(IE)-MSCI WORLD 1D;IE00BK1PV551;000A1XEY2;XDWL;XDWL.L
ISH2-DL C.BD U. DL DIS.;IE00BK4W7N32;000A2PSEQ;36BE;SUOU.AS
L+G-L+G HLTHC.BRK.U.ETF;IE00BK5BC677;000A2PM51;XMLH;DOCT.L
L+G-L+G CLEAN WATER U.ETF;IE00BK5BC891;000A2PM52;XMLC;GLUG.L
L+G-L+G ART.INTEL.U.ETF;IE00BK5BCD43;000A2PM50;XMLD;AIAG.L
LGUE-CL.EN.E. DLA;IE00BK5BCH80;000A2QFEN;RENW;RENW.L
VANG.FTSE A.W. DLA;IE00BK5BQT80;000A2PKXG;VWCE;VWRA.L
VANG.FTSE DEV.W.U.ETF DLA;IE00BK5BQV03;000A2PLS9;VGVF;VHVE.L
VANG.FTSE N.AME.U.ETF DLA;IE00BK5BQW10;000A2PLBJ;VNRA;VNRA.L
VANG.FTSE DEV.EU.UETF EOA;IE00BK5BQX27;000A2PLBK;VWCG;VWCG.DE
VANG.FTSE D.E.XUK ETF EOA;IE00BK5BQY34;000A2PLBL;VERE;VERE.DE
VANG.FTSE D.A.P.X.J.DLA.;IE00BK5BQZ41;000A2PLTA;VGEK;VAPU.L
VA.FTSE A.W.H.D.Y.UETFDLA;IE00BK5BR626;000A2PLTB;VGWE;VHYA.L
VANGUARD FTSE EM.METF DLA;IE00BK5BR733;000A2PLTC;VFEA;VFEA.L
LEVERAGE SHA ETP 2070;IE00BK5BZQ82;000A3GR5Q;3AN;AMZ3.L
LEVERAGE SHA ETP 2070;IE00BK5BZS07;000A3GTEC;3APE;AAP3.L
LEVERAGE SHA ETP 2070;IE00BK5BZT14;000A3GUFP;3CRE;CRM3.L
LEVERAGE SHA ETP 2070;IE00BK5BZV36;000A3GS7J;3MSE;MSF3.L
LEVERAGE SHA ETP 2070;IE00BK5BZX59;000A3GSVQ;3GGL;GOO3.L
LEVERAGE SHA ETP 2070;IE00BK5C1B80;000A3GUFQ;FB3;FB3.L
SPDR ST.EUR.600 SRI UE;IE00BK5H8015;000A2PPQZ;ZPDX;600X.AS
INVESCOMI MSCI USA ETF D;IE00BK5LYT47;000A2PTBK;6PSE;MXUD.L
UBSIETFMSWLSCRS ADLD;IE00BK72HH44;000A2PZBH;4UB9;IE00BK72HH44.SG
UBSIETFMSWLSCRS ADLA;IE00BK72HJ67;000A2PZBJ;4UBH;WSRIA.SW
UBSIETFMSWLSCRS A HEDGEDE;IE00BK72HM96;000A2PZBK;4UB1;4UB1.DE
IMII-IMCASSC;IE00BK80XL30;000A2P8EJ;MCHN;MCHN.L
SPDR B.E.M.L.BD HGDEOA;IE00BK8JH525;000A2PUE9;SPFD;IE00BK8JH525.SG
ISHS DL TREASURY BD DL D;IE00BK95B138;000A2PNJP;SNA2;IE00BK95B138.SG
ISHSIII-CORE MSCI WLD EHD;IE00BKBF6H24;000A2PKSQ;IWLE;IWLE.DE
SPDR BL.G.AG.BD DLHUEA;IE00BKC94M46;000A2PRUB;SPFV;SPFV.DE
UBS FDSO-MSCI CH.A SF AAD;IE00BKFB6K94;000A2PRV8;CNUA;CNAUA.SW
UBS FDSO-CMCI CO.CR.SFAAD;IE00BKFB6L02;000A2PRV7;UEQC;CCMCUA.SW
JPM-GL HY CORP BOND A;IE00BKKCKJ46;000A2PWZJ;JGHY;JGHY.L
ISH2-DL C.BD U. DL ACC.;IE00BKKKWJ26;000A2PY8F;5UOA;SUOA.AS
WSDMTR.BATT.SOL.ETF DLACC;IE00BKLF1R75;000A2PUJK;W1TA;CHRG.L
LG ETF-EU.ESG X.PA.AL.EOA;IE00BKLTRN76;000A2PRHB;DELF;RIEU.L
LG ETF-US ESG X.PA.AL.DLA;IE00BKLWY790;000A2PVZ0;DELG;RIUS.L
IS C.MSCI EMIMI U.ETF DLA;IE00BKM4GZ66;000A111X9;IS3N;EMIM.L
ISHSV-MSCI EM CO.GWTH DLA;IE00BKM4H197;000A111YA;CEMG;CEMG.L
I2-I.MSCI USA QD.UETF DLD;IE00BKM4H312;000A111YB;QDVD;QDIV.L
ISHSII-JPM.ESG DL EMB EOH;IE00BKP5L730;000A2PTCF;SLMG;SLMG.DE
KRS-I.S.S.M.50 DLA;IE00BKPJY434;000A3CU6C;KSRE;KSTR.L
FT-GCSELDRS EFT ADLA;IE00BKPSPT20;000A2QMAA;FTGS;FCSG.L
ISHS GOV BD HGDEOA;IE00BKPT2S34;000A2P1KU;IS3V;IS3V.DE
HANETF-A.M.E.D. DLD;IE00BKPTXQ89;000A2P4PH;JMLP;MMLP.L
ISH3-DL DBB ETF DLA;IE00BKRWN659;000A2PSPZ;36BD;36BD.DE
IN.MK.-I.S+P;IE00BKS7L097;000A2PX8A;5ESG;SPXE.L
WITR MU.AS.I.BUNDETP14/62;IE00BKS8QN04;000A1VF92;SBU3;3BUS.MI
WITR MU.AS.I.TREAS.Z14/62;IE00BKS8QT65;000A1VF93;TY3S;3TYS.MI
FID-US EQ.RES.EN.UETF DLA;IE00BKSBGS44;000A2P0ZN;FUSR;FUSR.L
FID-EUR.EQ.RES.ENH.U.EO A;IE00BKSBGT50;000A2P0ZP;FEUR;FEUR.L
FID.GL.EQ.RES.ENH.DL ACC;IE00BKSBGV72;000A2P1GK;FGLR;FGLS.L
UIE-MW.SCSR ADLA;IE00BKSCBX74;000A3CMCT;UIMS;WSCSRI.SW
ISV-I.JPM.EMCB.UETF EOHAC;IE00BKT1CS59;000A2P0CC;SNAZ;IE00BKT1CS59.SG
LEVERAGE SHA ETP 2070;IE00BKT66K01;000A3GUFU;2MUE;MU2.L
LEVERAGE SHA ETP 2070;IE00BKT66Q62;000A3GUF0;SAMD;AMDS.L
LEVERAGE SHA ETP 2070;IE00BKT66R79;000A3GUF1;SUBR;UBRS.L
ISIV-SM.CITY INFR. DL DIS;IE00BKTLJB70;000A2PQUC;AYEV;CT2B.AS
ISIV-SM.CITY INFR. DL ACC;IE00BKTLJC87;000A2PQUB;AYEU;CISB.SW
LEVERAGE SHA ETP 2070;IE00BKTW9M13;000A3GUF6;MSSE;MSFS.L
LEVERAGE SHA ETP 2070;IE00BKTW9N20;000A3GUF9;GOOE;GOOS.L
LEVERAGE SHA ETP 2070;IE00BKTWZ451;000A3GUF4;1APS;APLS.L
LEVERAGE SHA ETP 2070;IE00BKTWZ782;000A3GUF8;SNXE;NFLS.L
FIRST T.G.F.-V. ADLA;IE00BKVKW020;000A2PZMV;FVD;
ISHSVI-E.MSCIUSA M.VESGDL;IE00BKVL7331;000A2PY8D;MVEA;MVEA.AS
ISHSVI-E.MSCIWLD M.V.E.DL;IE00BKVL7778;000A2PY8C;MVEW;MVEW.AS
ISHSVI-E.MSCIEUR.M.VESGEO;IE00BKVL7D31;000A2PYV3;MVEE;MVEE.DE
INVESCOM2-US TRBD 10+ DIS;IE00BKWD3743;000A2PVD3;TRDL;IE00BKWD3743.SG
INVESCOM2 EUR CORPHYBBOND;IE00BKWD3966;000A2PVDY;EHBD;EHYB.L
INVESCOM2 EUR CORPHYBBOND;IE00BKWD3B81;000A2PVDZ;EHBA;IE00BKWD3B81.SG
INVESCOM2 USD TRSY 0-1Y D;IE00BKWD3C98;000A2PVD0;TRD1;TREI.L
SPDR MSCI EUROPE C.D.UETF;IE00BKWQ0C77;000A1191M;SPYR;STR.PA
SPDR MSCI EUROPE C.S.UETF;IE00BKWQ0D84;000A1191N;SPYC;CSTP.L
SPDR MSCI EUR.ENERGY UETF;IE00BKWQ0F09;000A1191P;SPYN;STN.PA
SPDR MSCI EUROPE FIN.UETF;IE00BKWQ0G16;000A1191R;SPYZ;STZ.PA
SPDR MSCI EUR.H.CAR.UETF;IE00BKWQ0H23;000A1191S;SPYH;STW.PA
SPDR MSCI EUROPE IND.UETF;IE00BKWQ0J47;000A1191T;SPYQ;STQ.PA
SPDR MSCI EUR.TECH.UETF;IE00BKWQ0K51;000A1191U;SPYK;STK.PA
SPDR MSCI EUR.MAT.UETF;IE00BKWQ0L68;000A1191V;SPYP;STP.PA
SPDR MSCI EUR.CO.SER.UETF;IE00BKWQ0N82;000A1191X;SPYT;STT.PA
SPDR MSCI EUR.UTIL.UETF;IE00BKWQ0P07;000A1191Y;SPYU;STU.PA
SPDR MSCI EUR.UCITS ETF;IE00BKWQ0Q14;000A1191Q;SPYE;ERO.L
VANGUARD FTSE 250UETF LSD;IE00BKX55Q28;000A12CX0;VMID;VMID.L
VANG.FTSE N.AME.U.ETF DLD;IE00BKX55R35;000A12CXY;VNRT;VDNR.L
VANG.FTSE D.E.XUK UETFEOD;IE00BKX55S42;000A12CXZ;VERX;VERX.AS
VANG.FTSE DEV.W.U.ETF DLD;IE00BKX55T58;000A12CX1;VGVE;VDEV.L
TABUL.IC.-UEUE CL-HEOA;IE00BKX90X67;000A2QDG1;TABI;IE00BKX90X67.SG
HSBC-US SUST.E. DLA;IE00BKY40J65;000A2PXVQ;H412;HSUD.L
WI.IC.BR.COMMO. DLA;IE00BKY4W127;000A2QSKH;PCOM;PCOM.L
HSBC-JAP.SUS.E. DLA;IE00BKY55S33;000A2PXVN;XU8Z;HSJD.L
HSBC-AS.P.EXJ.S.EQ. DL A;IE00BKY58G26;000A2PXVH;H4Z2;HSXD.L
HSBC-EM.M.S.E. DLA;IE00BKY59G90;000A2PXVK;H4Z1;HSEM.L
HSBC-D.W.SUS.E. DLA;IE00BKY59K37;000A2PXVJ;H41C;HSWD.L
VANECK MS GL. MOAT UC.ETF;IE00BL0BMZ89;000A2P6EP;VVGM;GOAT.L
X(IE)-MSCI WRLD QUAL.1CDL;IE00BL25JL35;000A1103D;XDEQ;
X(IE)-MSCI WORLD VAL.1CDL;IE00BL25JM42;000A1103E;XDEV;XDEV.SW
X(IE)-MSCI WO.MI.VO. 1CDL;IE00BL25JN58;000A1103F;XDEB;XDEB.DE
X(IE)-MSCI WRLD MOM. 1CDL;IE00BL25JP72;000A1103G;XDEM;
X(IE)-DLCOBDSRIPAB 1CDL;IE00BL58LJ19;000A2P5C7;XZBU;XZBD.L
X(IE)-DLCOBDSRIPAB SCEOHD;IE00BL58LL31;000A2P5C9;XZBE;XZBE.DE
HANETF-GG.BAL.U.ETF DLACC;IE00BL643144;000A2QB9J;ROE;IE00BL643144.SG
L+G IND.INR DLD;IE00BL6K6H97;000A3CRPV;TIGR;TIGR.L
IS2-MEURPACUETF EOA;IE00BL6K8C82;000A3CPAH;CBUA;IE00BL6K8C82.SG
INVESCOM2 USDTRSY01Y EUR;IE00BLCH1X54;000A2P1FV;T1EU;T1EU.DE
GLXETFGXUSIDEV DLA;IE00BLCHJ534;000A2QPB5;94VE;PAVE.L
GL X ETF-GXROBSAI DLA;IE00BLCHJB90;000A2QPBW;XB0T;BOTZ.L
GL X ETF-GXRENENP DLA;IE00BLCHJH52;000A2QPB6;R4RU;RNRG.L
GL X ETF-GXLIBATC DLA;IE00BLCHJN13;000A2QPB3;LI7U;LITU.L
GL X ETF-GXINTOTH DLA;IE00BLCHJT74;000A2QPB1;SN5R;SNSR.L
GL X ETF-GXFINTC DLA;IE00BLCHJZ35;000A2QPBZ;XFIN;FINX.L
ISHSIII-EUR GOV.B.C.EO D.;IE00BLDGH447;000A2P2A6;SECD;SECD.DE
ISHSIII-EUR GOV.B.C.EO A.;IE00BLDGH553;000A2P2A7;SECA;SECA.DE
SSEEI-SBSUCEE. UNHDLA;IE00BLF7VX27;000A2QB0R;SPPU;USCR.L
IS3-ISH.GR.PTF. EOA;IE00BLLZQ805;000A2P1TV;MAGR;IE00BLLZQ805.SG
IS3-ISH.MOD.P.U.ETF EOA;IE00BLLZQS08;000A2P1TU;MODR;MODR.DE
X(IE)-S+P 500 E.WGHT 1CDL;IE00BLNMYC90;000A1106A;XDEW;XDEW.L
IS3-ISH.CON.P. EOA;IE00BLP53M98;000A2P1TT;MACV;MACV.DE
WI.IC.CYBER.E. DLA;IE00BLPK3577;000A2QGAH;W1TB;WCBR.L
GL X-V.GM.ESP.DLA;IE00BLR6Q544;000A2QKQ5;H3R0;HERU.L
GL X-TLM.DI.H. DLA;IE00BLR6QB00;000A2QKQ1;DDOC;EDOC.L
INVESCOM2 CLEAN ENERGY D;IE00BLRB0028;000A2QGZW;G1CD;G1CD.DE
INVESCOM2 CLEAN ENERGY A;IE00BLRB0242;000A2QGZV;G1CE;GCLE.SW
FID-EM.MKTS EQ.RES.EN.DLA;IE00BLRPN388;000A2P2QA;FYER;IE00BLRPN388.SG
VFP-V.US TR.0-1 YR.BD DLA;IE00BLRPPV00;000A2P66X;VUCF;IE00BLRPPV00.SG
ARK-RIZE SU.FU.F.ETF ADLA;IE00BLRPQH31;000A2P876;RIZF;FOOD.L
LG E.C.CNY B.E. DLD;IE00BLRPQL76;000A2QFVU;DRGN;DRGN.MI
LG ESG EMGB 0-5YE DLD;IE00BLRPQP15;000A2QFQ5;EMA5;EMD5.MI
LG ESG DL CB E. DLD;IE00BLRPRD67;000A2QFQ4;USAB;USDC.L
LG E EM CB E. DLD;IE00BLRPRF81;000A2QFP0;EMAB;EMUS.SW
WITR MU.AS.I.NAS ETP 2062;IE00BLRPRJ20;000A3GL7D;3QSS;QQQS.L
WITR MU.AS.I.NA100 3X 62;IE00BLRPRL42;000A3GL7E;3QQQ;QQQ3.L
A.I-R.DIG.PAY. DLA;IE00BLRPRQ96;000A3CN9T;PMNT;IE00BLRPRQ96.SG
ARK I.UI-R.E.I.100 ETFDLA;IE00BLRPRR04;000A3CN9S;WRLD;LIFE.L
WITR MU.AS.I. ETP 2062;IE00BLS09N40;000A14JCP;0LJI;IE00BLS09N40.SG
S+P500ESG ELITE UE ADLA;IE00BLSN7P11;000A2QMF1;AW1C;SPESGE.SW
S+P500ESG ELITE UE AEOA;IE00BLSN7W87;000A2QMFY;AW1B;IE00BLSN7W87.SG
INVESCOM3 GLO BUYBACK A;IE00BLSNMW37;000A114UD;BBCK;BUYB.L
XTIE-MSCIEMEXCH 1CLSA;IE00BM67HJ62;000A113FC;XDEX;XDEX.L
X(IE)-MSCI WO.HE.CA. 1CDL;IE00BM67HK77;000A113FD;XDWH;XDWH.L
X(IE)-MSCI WRLD FIN. 1CDL;IE00BM67HL84;000A113FE;XDWF;XDWF.L
X(IE)-MSCI WO.ENERGY 1CDL;IE00BM67HM91;000A113FF;XDW0;XDW0.L
X(IE)-MSCI WO.CO.ST. 1CDL;IE00BM67HN09;000A113FG;XDWS;XDWS.L
X(IE)-MSCI WO.CO.DI. 1CDL;IE00BM67HP23;000A113FH;XDWC;XDWC.L
X(IE)-MSCI WO.UTILIT.1CDL;IE00BM67HQ30;000A113FJ;XDWU;XDWU.L
X(IE)-MSCI WO.CO.SER.1CDL;IE00BM67HR47;000A113FK;XWTS;XWTS.L
X(IE)-MSCI WO.MATER. 1CDL;IE00BM67HS53;000A113FL;XDWM;XDWM.L
X(IE)-MSCI WO.IN.TE. 1CDL;IE00BM67HT60;000A113FM;XDWT;XDWT.L
X(IE)-MSCI WO.INDUST.1CDL;IE00BM67HV82;000A113FN;XDWI;XDWI.L
X(IE)-S+P 500 1CEOH;IE00BM67HW99;000A113FP;XDPE;XDPE.DE
INVESCOMI SUP500 EQ WEIGH;IE00BM8QRY62;000A2QP64;SP2D;SPED.L
INVESCOM2 SOLAR ENERGY ET;IE00BM8QRZ79;000A2QQ9R;S0LR;IE00BM8QRZ79.SG
INVESCOM2 MSCI CHINA TECH;IE00BM8QS095;000A3CMY8;ICNT;IE00BM8QS095.SG
GL X-N.100 CC DLD;IE00BM8R0J59;000A2QR39;QYLE;QYLD.L
GL X ETF-GLXGENBIOT DLA;IE00BM8R0N95;000A2QRCP;GN0M;GNOM.L
X(IE)-US TR.USH BD 1CDL;IE00BM97MR69;000A2P7TP;XT01;XT0D.L
FID2-GL.C.BD RE PAB IDLD;IE00BM9GRM34;000A2QKWP;FSCM;FSMF.MI
FID.2-SDEMB EFT INCDLD;IE00BM9GRP64;000A2QKWQ;FESD;IE00BM9GRP64.SG
WT.EM.MK.EXSTOESC DLA;IE00BM9TSP27;000A2QPTX;XSOE;XSOE.L
VANECK SEMICONDUCT UC.ETF;IE00BMC38736;000A2QC5J;VVSM;SMH.L
UBS FDSO-CMCI CO.CR.SFHEO;IE00BMC5DV85;000A2P2W6;UEQV;UEQV.DE
ISH3-DL DBB ETF CL-HDGEOA;IE00BMCZLH06;000A2QA0V;UEEG;UEEG.DE
ISHSVI-EMWDMVE CLDLD;IE00BMCZLJ20;000A2QA0W;UEEH;UEEH.DE
INVESCOM2 NASDAQ NEXTGEN;IE00BMD8KP97;000A2QPVX;EQQJ;EQJS.L
ISHS3 M PXJ ELE DLA;IE00BMDBMK72;000A2QGKU;APJX;PCEL.AS
ISHS 2 EO GR.BD ETF EOD;IE00BMDBMN04;000A2QFXF;GRON;GRON.DE
INVESCOM2 MSCI PEXJAP ESG;IE00BMDBMT65;000A2QGU0;ESGP;ESPS.L
INVESCOM2 MSCI JAPAN ESG;IE00BMDBMV87;000A2QGU3;ESGJ;ESGJ.L
INVESCOM2 MSCI EUEXUK ESG;IE00BMDBMW94;000A2QGU2;ESGX;ESEU.L
INVESCOM2 MSCI EM ESG UNI;IE00BMDBMY19;000A2QGUZ;ESGM;IE00BMDBMY19.SG
ISHSII-EHYCBESG CL-HDGEOA;IE00BMDFDY08;000A2QA0U;UEEF;UEEF.DE
VANE.-VANECK HYDRO.EC UC;IE00BMDH1538;000A2QMWR;HDR0;HDRO.L
VNEV-CR.BL.INN.;IE00BMDKNW35;000A2QQ8F;DAVV;IE00BMDKNW35.SG
FT ICAV-SE600 PAC ETF EOA;IE00BMDPBY65;000A2P5CM;FLXP;IE00BMDPBY65.SG
FT ICAV-FSP500PAC ETF DLA;IE00BMDPBZ72;000A2P5CL;FLX5;USPA.L
JPM-ASIA EX JPN REI EQ A;IE00BMDV7354;000A3CPEP;JREA;JREA.L
JPM-CHINA A REI EQ A;IE00BMDV7578;000A3CPEQ;JREC;JREC.L
JPM-CARBON TR GLOBAL EQ A;IE00BMDWYZ92;000A2P4WJ;JPCT;JPCT.L
XTR.IE-N.100E. 1CDLA;IE00BMFKG444;000A2QJU3;XNAS;XNAS.L
HANETF-T.TRAVEL UCITS DLA;IE00BMFNW783;000A3CPGE;7RIP;TRYP.L
ISHSIV-MSCI EM EX-CH.DLAC;IE00BMG6Z448;000A2QAFK;84X0;EXCH.AS
GL XETF-GLXECOM DLA;IE00BMH5XY61;000A2QPBX;E61Z;IE00BMH5XY61.SG
GL X ETF-GXDCRSDI DLA;IE00BMH5Y327;000A2QPB0;V9N;VPN.L
GL X ETF-GXCYBERS DLA;IE00BMH5Y871;000A2QPB2;BUG;BUG.L
GL X ETF-GXCLDCOM DLA;IE00BMH5YF48;000A2QPBV;CL0U;CLO.L
GL X ETF-GXCLNTCH DLA;IE00BMH5YL08;000A2QPB4;CT3C;CTEK.L
GL X ETF-GXAUTELV DLA;IE00BMH5YR69;000A2QPBY;DR7E;DRVE.L
UBS-S+PDIARESGELUE AD;IE00BMP3HG27;000A11471;UBUM;
TABULA-TGIGCCS EFT(EO)EOA;IE00BMQ5Y557;000A2P58Y;TCRS;TCRS.DE
ISHSVI-ISH.SP500S.U.E.DLA;IE00BMTX1Y45;000A2QAJB;I500;I500.AS
VAN.-L.20EQ ETF EOA;IE00BMVB5K07;000A2P7TN;V20A;IE00BMVB5K07.SG
VAN.-L.20EQ ETF EOD;IE00BMVB5L14;000A2P7TG;V20D;IE00BMVB5L14.SG
VAN.-L.40EQ ETF EOA;IE00BMVB5M21;000A2P7TJ;V40A;IE00BMVB5M21.SG
VAN.-L.40EQ ETF EOD;IE00BMVB5N38;000A2P7TL;V40D;IE00BMVB5N38.SG
VAN.-L.60EQ ETF EOA;IE00BMVB5P51;000A2P7TK;V60A;IE00BMVB5P51.SG
